0.000000000000000000e+00,2.062795044868782846e+00
5.025125628140703765e-02,2.048681234797690820e+00
1.005025125628140753e-01,2.050417099515876806e+00
1.507537688442211199e-01,2.068567145166798849e+00
2.010050251256281506e-01,2.103290973163773447e+00
2.512562814070352091e-01,2.154325707192903838e+00
3.015075376884422398e-01,2.220979886613541066e+00
3.517587939698492705e-01,2.302139109639279813e+00
4.020100502512563012e-01,2.396283404789216753e+00
4.522613065326633319e-01,2.501516003263532628e+00
5.025125628140704181e-01,2.615602884551280205e+00
5.527638190954774489e-01,2.736022179058163140e+00
6.030150753768844796e-01,2.860022241062427195e+00
6.532663316582915103e-01,2.984686958941177970e+00
7.035175879396985410e-01,3.107006653269760665e+00
7.537688442211055717e-01,3.223952732783106789e+00
8.040201005025126024e-01,3.332554138725502657e+00
8.542713567839196331e-01,3.429973514845438221e+00
9.045226130653266639e-01,3.513580997732560718e+00
9.547738693467336946e-01,3.581023534157674160e+00
1.005025125628140836e+00,3.630287701452569404e+00
1.055276381909547867e+00,3.659754135481437576e+00
1.105527638190954898e+00,3.668241858712583792e+00
1.155778894472361928e+00,3.655041046928541260e+00
1.206030150753768959e+00,3.619933073937645851e+00
1.256281407035175990e+00,3.563197023912114680e+00
1.306532663316583021e+00,3.485602253107864534e+00
1.356783919597990051e+00,3.388387006933344381e+00
1.407035175879397082e+00,3.273223542695027355e+00
1.457286432160804113e+00,3.142170658994237531e+00
1.507537688442211143e+00,2.997614974231038953e+00
1.557788944723618174e+00,2.842202712414256371e+00
1.608040201005025205e+00,2.678764127389117622e+00
1.658291457286432236e+00,2.510233009763745748e+00
1.708542713567839266e+00,2.339563958293282120e+00
1.758793969849246297e+00,2.169650245107929809e+00
1.809045226130653328e+00,2.003245150417953813e+00
1.859296482412060358e+00,1.842889579076434137e+00
1.909547738693467389e+00,1.690848594631660706e+00
1.959798994974874420e+00,1.549059216935443128e+00
2.010050251256281673e+00,1.419091432727698887e+00
2.060301507537688703e+00,1.302123875841581180e+00
2.110552763819095734e+00,1.198935060828278498e+00
2.160804020100502765e+00,1.109910421693896643e+00
2.211055276381909795e+00,1.035064740978980602e+00
2.261306532663316826e+00,9.740788816947800743e-01
2.311557788944723857e+00,9.263490858085463575e-01
2.361809045226130888e+00,8.910465089054547816e-01
2.412060301507537918e+00,8.671841514480883584e-01
2.462311557788944949e+00,8.536879505056765849e-01
2.512562814070351980e+00,8.494685359020454074e-01
2.562814070351759010e+00,8.534900501329242273e-01
2.613065326633166041e+00,8.648324943010330390e-01
2.663316582914573072e+00,8.827442973518155878e-01
2.713567839195980103e+00,9.066822094975012236e-01
2.763819095477387133e+00,9.363361808287877786e-01
2.814070351758794164e+00,9.716375823030121150e-01
2.864321608040201195e+00,1.012749930346908966e+00
2.914572864321608225e+00,1.060042153227400252e+00
2.964824120603015256e+00,1.114045346779004353e+00
3.015075376884422287e+00,1.175394865113091880e+00
3.065326633165829318e+00,1.244760433144203038e+00
3.115577889447236348e+00,1.322767707461481645e+00
3.165829145728643379e+00,1.409915308623275410e+00
3.216080402010050410e+00,1.506491765080432810e+00
3.266331658291457440e+00,1.612497017822347001e+00
3.316582914572864471e+00,1.727573115962861561e+00
3.366834170854271502e+00,1.850948478035151279e+00
3.417085427135678533e+00,1.981399604595353692e+00
3.467336683417085563e+00,2.117233419717541310e+00
3.517587939698492594e+00,2.256292518753602483e+00
3.567839195979899625e+00,2.395984544897177049e+00
3.618090452261306655e+00,2.533335754632189296e+00
3.668341708542713686e+00,2.665067616467451828e+00
3.718592964824120717e+00,2.787694077758720468e+00
3.768844221105527748e+00,2.897635992239572467e+00
3.819095477386934778e+00,2.991348186414016119e+00
3.869346733668341809e+00,3.065453812312846527e+00
3.919597989949748840e+00,3.116880036144558108e+00
3.969849246231155870e+00,3.142988785919049288e+00
4.020100502512563345e+00,3.141696252636852371e+00
4.070351758793970376e+00,3.111575121371383368e+00
4.120603015075377407e+00,3.051934097458589346e+00
4.170854271356784437e+00,2.962870170286750149e+00
4.221105527638191468e+00,2.845290188833562883e+00
4.271356783919598499e+00,2.700899661102100335e+00
4.321608040201005529e+00,2.532158173938406698e+00
4.371859296482412560e+00,2.342202391054313271e+00
4.422110552763819591e+00,2.134739150089100423e+00
4.472361809045226622e+00,1.913912666536550677e+00
4.522613065326633652e+00,1.684151187229368185e+00
4.572864321608040683e+00,1.449999548212335343e+00
4.623115577889447714e+00,1.215944919939412561e+00
4.673366834170854744e+00,9.862435181696639352e-01
4.723618090452261775e+00,7.647561885881298815e-01
4.773869346733668806e+00,5.548005215228531961e-01
4.824120603015075837e+00,3.590265234902960678e-01
4.874371859296482867e+00,1.793218871351252575e-01
4.924623115577889898e+00,1.675160133472212987e-02
4.974874371859296929e+00,-1.284649135108514861e-01
5.025125628140703959e+00,-2.569377018054730955e-01
5.075376884422110990e+00,-3.700516016769407335e-01
5.125628140703518021e+00,-4.698752644305841941e-01
5.175879396984925052e+00,-5.590379002634064953e-01
5.226130653266332082e+00,-6.405793948584538322e-01
5.276381909547739113e+00,-7.177807986406927743e-01
5.326633165829146144e+00,-7.939832243067707074e-01
5.376884422110553174e+00,-8.724038422441643403e-01
5.427135678391960205e+00,-9.559578993789497048e-01
5.477386934673367236e+00,-1.047095487090361932e+00
5.527638190954774267e+00,-1.147661152096853598e+00
5.577889447236181297e+00,-1.258783406510130431e+00
5.628140703517588328e+00,-1.380799796290240744e+00
5.678391959798995359e+00,-1.513221496597764837e+00
5.728643216080402389e+00,-1.654739499171050898e+00
5.778894472361809420e+00,-1.803272433703400734e+00
5.829145728643216451e+00,-1.956054022192665887e+00
5.879396984924623482e+00,-2.109756204367269294e+00
5.929648241206030512e+00,-2.260642192381753901e+00
5.979899497487437543e+00,-2.404742204581273857e+00
6.030150753768844574e+00,-2.538043468825736060e+00
6.080402010050251604e+00,-2.656685336109130269e+00
6.130653266331658635e+00,-2.757150045127516158e+00
6.180904522613065666e+00,-2.836439845577531038e+00
6.231155778894472697e+00,-2.892231816197007976e+00
6.281407035175879727e+00,-2.923002773280951150e+00
6.331658291457286758e+00,-2.928118104890821805e+00
6.381909547738693789e+00,-2.907880113914082187e+00
6.432160804020100819e+00,-2.863533422214251001e+00
6.482412060301507850e+00,-2.797227079466157118e+00
6.532663316582914881e+00,-2.711935128525312599e+00
6.582914572864321912e+00,-2.611339397897716186e+00
6.633165829145728942e+00,-2.499680119067198003e+00
6.683417085427135973e+00,-2.381581509863262891e+00
6.733668341708543004e+00,-2.261860647036169070e+00
6.783919597989950034e+00,-2.145328712694674067e+00
6.834170854271357065e+00,-2.036594002922420099e+00
6.884422110552764096e+00,-1.939875919065213949e+00
6.934673366834171127e+00,-1.858838533611605781e+00
6.984924623115578157e+00,-1.796451267835141197e+00
7.035175879396985188e+00,-1.754882793983590261e+00
7.085427135678392219e+00,-1.735432556346455657e+00
7.135678391959799249e+00,-1.738502383562996467e+00
7.185929648241206280e+00,-1.763608639811253154e+00
7.236180904522613311e+00,-1.809433340671620094e+00
7.286432160804020342e+00,-1.873910745391134114e+00
7.336683417085427372e+00,-1.954344229617755779e+00
7.386934673366834403e+00,-2.047546828579094313e+00
7.437185929648241434e+00,-2.149997791233353439e+00
7.487437185929648464e+00,-2.258006852422571598e+00
7.537688442211055495e+00,-2.367877741373114908e+00
7.587939698492462526e+00,-2.476062706001262548e+00
7.638190954773869557e+00,-2.579300524337111877e+00
7.688442211055276587e+00,-2.674731555026852003e+00
7.738693467336683618e+00,-2.759984785820089659e+00
7.788944723618090649e+00,-2.833233492640213402e+00
7.839195979899497679e+00,-2.893217930023659346e+00
7.889447236180904710e+00,-2.939235336509535390e+00
7.939698492462311741e+00,-2.971099353883630556e+00
7.989949748743718771e+00,-2.989072628298030665e+00
8.040201005025126690e+00,-2.993777794168558160e+00
8.090452261306532833e+00,-2.986093161912660943e+00
8.140703517587940752e+00,-2.967040179194933902e+00
8.190954773869346894e+00,-2.937670074328985859e+00
8.241206030150754813e+00,-2.898957004518061265e+00
8.291457286432160956e+00,-2.851704528851371823e+00
8.341708542713568875e+00,-2.796471337467897111e+00
8.391959798994975017e+00,-2.733520946218148673e+00
8.442211055276382936e+00,-2.662798580806837290e+00
8.492462311557789079e+00,-2.583936810300649700e+00
8.542713567839196998e+00,-2.496289741053475897e+00
8.592964824120603140e+00,-2.398993846851426692e+00
8.643216080402011059e+00,-2.291051886599888565e+00
8.693467336683417201e+00,-2.171434937890211359e+00
8.743718592964825120e+00,-2.039196432589330144e+00
8.793969849246231263e+00,-1.893591282744781834e+00
8.844221105527639182e+00,-1.734192775960284649e+00
8.894472361809045324e+00,-1.560999921799825163e+00
8.944723618090453243e+00,-1.374528344820504344e+00
8.994974874371859386e+00,-1.175878622975228494e+00
9.045226130653267305e+00,-9.667771184966774678e-01
9.095477386934673447e+00,-7.495857792689883947e-01
9.145728643216081366e+00,-5.272790240763818304e-01
9.195979899497487509e+00,-3.033875759574061748e-01
9.246231155778895427e+00,-8.191087907556922343e-02
9.296482412060301570e+00,1.327985699228150240e-01
9.346733668341709489e+00,3.361741167330114521e-01
9.396984924623115631e+00,5.235909321152453222e-01
9.447236180904523550e+00,6.905319830956964111e-01
9.497487437185929693e+00,8.327563008495306729e-01
9.547738693467337612e+00,9.464616606819618028e-01
9.597989949748743754e+00,1.028434005455687084e+00
9.648241206030151673e+00,1.076176555563217230e+00
9.698492462311557816e+00,1.088012522016512440e+00
9.748743718592965735e+00,1.063156621151494230e+00
9.798994974874371877e+00,1.001752110407276408e+00
9.849246231155779796e+00,9.048717429871989681e-01
9.899497487437185939e+00,7.744827855878660960e-01
9.949748743718593857e+00,6.133779656584245066e-01
1.000000000000000000e+01,4.250758229361078500e-01
